,Tweet,Date,Sentiment_Vader,Sentiment_Blob
284,10 best Steve Jobs emails apple stevejobs AAPL,2020-03-21,0.6369,1.0
285,Apple Is Reportedly Planning A 12Inch iPad That Will Be Like Microsofts Surface AAPL aapl,2020-03-21,0.3612,0.0
286, Apple Patents An iPhone Drop Protection Mechanism That Changes Device  Tuesday 2 December,2020-03-21,-0.2732,0.0
287,Props for  iTC App Review Team for reviewing metadata rejected resubmission in just 2 hours Thanks,2020-03-21,-0.1027,0.2
288,Apple bears get paid as put contracts double amid drop News AAPL Applebears Appleoptions Apple iPhone News,2020-03-22,-0.2732,0.0
289, yall some hoes,2020-03-22,0.0,0.0
290,Whats at the core of s new iOS7 Excellent updates for your phones mobilesecurity McAfee ,2020-03-22,0.5719,0.5681818181818181
291,Thanks  for Keep Newer when transferring files from a local hard drive to a server,2020-03-23,0.3612,-0.030555555555555558
292,Does  store in Georgetown sell refurbd iPads Or just new Are refurbs only available online,2020-03-23,0.0,0.1787878787878788
293,APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2020-03-23,0.0,0.0
294,Apple Flash Crash What You Need to Know AAPL,2020-03-23,-0.4019,0.0
295,Why Estimates Of A 1 Trillion Market Cap For Apple Are Still FarFetched Fundamental And Algorithmic Analysis aapl,2020-03-24,0.0,0.0
296,  I believe they are only online but you may be able to ship to store,2020-03-24,0.0,0.25
297,Did you notice that  apps now say Get instead of Free This change was due to alleged misleading labeling,2020-03-24,0.1531,0.05833333333333334
298,APPLE Intraday Comments  Updated RANGE  PREMIUM USERS  aapl Stockaction trading Stocks MKt,2020-03-25,0.0,0.0
299,AAPL Market Cap Passes 700 Billion Tablet Sales Slump and More,2020-03-25,0.0,0.5
300, Thanks Also interestingly  isnt Apple,2020-03-25,0.6808,0.35
301,  it is very confusing u wonder if it means u are going to get a bill later for Ur download please use free if its free,2020-03-25,0.7722,0.10250000000000001
302,Elgato Launches Thunderbolt 2 Dock with 4K Resolution Support Mac Blog AAPL,2020-03-26,0.4019,0.0
303,The  epaper FES watch is the coolest piece of wearable tech yet sorry by  via ,2020-03-26,-0.0772,-0.5
304,Finally gave up on return of  17 MacBook Pro model My 15 Retina is out for delivery Theyll probably announce one next month ,2020-03-26,0.0,0.0
305,APPLE Intraday Comments  Updated NEW RANGE   PREMIUM USERS  aapl Stockaction trading Stocks MKt,2020-03-27,0.0,0.13636363636363635
306,Apple  Loses Ground to Google  In Education Tablet Sales AAPL aapl,2020-03-27,-0.3182,-0.3
307,Apple Computer Inc AAPL rated Buy with price target 135 by Canaccord Genuity AAPL,2020-03-27,0.0,0.0
308, What do I need to do if my mac has been really slow lately ,2020-03-27,0.0,-0.30000000000000004
309,APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2020-03-28,0.0,0.0
310,hall Enjoying the introductions at the  connected launch event  Some amazing edtech leaders in the room  txed,2020-03-28,0.802,0.55
311,AAPL AAPL green right now Hope it stays,2020-03-28,0.4404,0.042857142857142844
312,Customer Service Successes amp Fails  amp    examples  custserv cx cem,2020-03-29,0.2023,-0.5
313,Sprint Offering to Halve Wireless Bills for Customers Switching From ATampT or Verizon iOS Blog AAPL,2020-03-29,0.0,0.0
314,Affluent Apple Users OutSpend Android Users But What Do The Numbers Really Mean AAPL aapl,2020-03-29,0.0,0.16874999999999996
315,New meaning to Soviet jokes whatever we produce it turns out as tank Russia seeks Kalashnikov to rival,2020-03-29,0.25,0.13636363636363635
316,Your stupid as shit upgrade has ruined the god damned IDE ,2020-03-30,-0.891,-0.5
317,"You pieces of shit  
God damnit man",2020-03-30,-0.7096,-0.2
318,Hey  how come I cant make Genius Bar appointments online anymore,2020-03-30,0.0,0.0
319,Have Apples iPad Sales Peaked AAPL,2020-03-30,0.0,0.0
320,"What happened You pieces of shit  
God damnit man",2020-03-31,-0.7096,-0.2
321,Apple Gets Price Target Boost on Back of Strong iPhone Demand AAPL aapl,2020-03-31,0.6705,0.21666666666666667
322,AAPL6 Reasons Apple Could Have Fallen 6 YesterdayhttptcorVJREH9IjF,2020-03-31,-0.3612,0.0
323, Pay  Compuserve  BTC  the internet,2020-04-01,-0.1027,0.0
324,Apple lower following cautious Pac Crest Deutsche notes AAPL CRUS,2020-04-01,-0.3818,0.0
325,Awesome  invented peanutbuttersandwich technology for phones,2020-04-01,0.6249,1.0
326,APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2020-04-01,0.0,0.0
327,Lol fuck you Im still not buying a new one,2020-04-02,-0.1779,0.1787878787878788
328,AAPL buy reiterated  target raised to 135 by Canaccord Genuity AAPL Brief explanation here AAPL,2020-04-02,0.0,0.0
329,AAPLCanaccord ups Apple price target to 135 a sharehttptco5C0Ea1oLSZ,2020-04-02,0.0,0.0
330,Economic temperature spiking or terrorist attack  Either way how youre not all in via  AAPL,2020-04-03,-0.8316,0.2
331, has caused me so much pain today,2020-04-03,-0.5542,0.2
332,As  Apple still struggles to meet iPhone6 demand Canaccord raises price  Tuesday 2 December,2020-04-03,-0.4588,0.0
333,Not cool   not cool You just baitandswitched me into paying for an upgrade to server after a free upgd to 10101,2020-04-03,0.4678,0.01666666666666668
334,Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech Mac Blog AAPL,2020-04-04,0.0,0.0
335,iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet AAPL,2020-04-04,-0.3586,0.0
336,SteveJobs will be a crucial witness against Apple in an iPod antitrust suit via  aapl,2020-04-04,0.0,0.0
337,TheStreet  Android Phones to Dominate Through 2018 While iOS Phone Revenue Will Dazzle goog aapl,2020-04-05,-0.128,0.0
338,TheStreet  Apple Gets Price Target Boost on Back of Strong iPhone Demand aapl,2020-04-05,0.6705,0.21666666666666667
339, TheStreet  Apple Gets Price Target Boost on Back of Strong iPhone Demand aapl,2020-04-05,0.6705,0.21666666666666667
340,Apple Should Fight New Court Case Over SteveJobs DRM Decision  Forbes aapl,2020-04-05,-0.3818,0.13636363636363635
341,All computers are susceptible to Adware and dont believe that  computers are immune See this post from Apple,2020-04-06,0.296,0.0
342,6 Reasons Apple Could Have Fallen 6 Yesterday  Forbes aapl,2020-04-06,-0.3612,0.0
343, CAN YALL PLEASE SEND ME MY FUCKIN PHONE,2020-04-06,0.3182,0.0
344,Anyone know how to fix this xcode  no simulators tried complete reinstall ios,2020-04-07,-0.296,0.1
345,Apple Bears Get Paid as Put Contracts Double Amid Drop AAPL aapl,2020-04-07,-0.2732,0.0
346,httptco7iyWkaiMss  Early Adoption Issues for ApplePay blackfriday Tokenization,2020-04-07,0.0,0.1
347,CNBCTV  Apple fighting monopoly allegations aapl,2020-04-07,-0.3612,0.0
348,CNBCTV  iPhone growth peaked aapl,2020-04-08,0.3818,0.0
349,CNBCTV  Analyst worries about iPhone growth aapl,2020-04-08,-0.0516,0.0
350,CNBCTV  Cramer AppleWatch a dazzler aapl,2020-04-08,0.0,0.0
351,CNBCTV  Cramer Trading Apple suckers game aapl,2020-04-09,-0.5106,-0.35
352,CNBCTV Apple heads to trial aapl,2020-04-09,0.0,0.0
353, Apple Bears Get Paid as Put Contracts Double Amid Drop AAPL aapl,2020-04-09,-0.2732,0.0
354,  seen a bunch of people tweeting about Search Twitter then dev forums I dont remember solution,2020-04-09,-0.2411,0.0
355,s iAd programmatic advertising is a sign of the times but it doesnt match the companys innovative rep,2020-04-10,0.5927,0.5
356,This is huge My ISP  is peering directly with    amp others Getting 6ms ping response,2020-04-10,0.3182,0.25
357, make SD cards so we can add memory to our iPhone because we all know you wont allow SD cards until you profit from it,2020-04-10,0.3036,0.0
358,WOAH 7 Cashback from  store for CyberMonday deals at Ipads Iphones Mac and MORE,2020-04-10,0.0,0.5
359,All computers are susceptible to Adware and dont believe that  computers are immune See this post from,2020-04-11,0.296,0.0
360,APPLE Intraday Comments  NEW RANGE  PREMIUM USERS  aapl Stockaction trading Stocks MKt,2020-04-11,0.0,0.13636363636363635
361,6 Reasons Apple Could Have Fallen 6 Yesterday AAPL aapl,2020-04-11,-0.3612,0.0
362, Apple Patents An iPhone Drop Protection Mechanism That Changes Device  Tuesday 2 December,2020-04-12,-0.2732,0.0
363,Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals AAPL,2020-04-12,-0.3182,-0.3
364,"Apple MacBook å£94986
nerd 
tech",2020-04-12,-0.296,0.0
365,my phone keeps fucking freezing ,2020-04-12,-0.1761,-0.6
366,"kituk Apple MacBook å£94986
nerd 
tech",2020-04-13,-0.296,0.0
367,"kituk Apple MacBook å£94986
nerd 
tech",2020-04-13,-0.296,0.0
368,gorgeous lighting  GrandCentralStation,2020-04-13,0.6124,0.7
369,When you cant hear people through your headphones thank you  for the headphones and ,2020-04-14,0.3612,0.0
370, new patent has its iPhones doing mid air tricks to avoid breaking Technology Apple patent Tech,2020-04-14,-0.4019,0.06818181818181818
371,Ive been considering suing  for putting that shitty U2 album on my phone,2020-04-14,-0.6908,0.0
372,  patents dropproof mechanism Breaks laws of physics with antigravity via  getagoodcase,2020-04-14,0.0,0.0
373,  I believe it I bought an  Fire TV for 69  Youve lost another customer,2020-04-15,-0.5719,0.0
374,Apple goes to trial over 1 billion digital music lawsuit in California AAPL aapl,2020-04-15,-0.2263,0.0
375, my phone keeps fucking freezing ,2020-04-15,-0.1761,-0.6
376,Worth reading design comparison of  and s map apps UX,2020-04-16,0.2263,0.3
377, damn I wish I could get u an iPhone so we could imessage but I dont have enough money dAMN DAMM DAMN ,2020-04-16,-0.8481,0.0
378,Morgan Stanley Sells Apple Inc but AAPL Stock Still a Buy AAPL,2020-04-16,0.0,0.0
379,Late Apple Inc CoFounder Steve Jobs Testifies In iTunes Case AAPL,2020-04-16,0.0,-0.3
380,  ikr but u dont need tobc ill hopefully buy one on christmas if my grades are 1720,2020-04-17,0.7613,-0.5
381,  damn I wish I could get u an iPhone so we could imessage but I dont have enough money dAMN DAMM DAMN ,2020-04-17,-0.8481,0.0
382,AAPLAndroid Phones to Dominate Through 2018 While iOS Phone Revenue Will httptcob9VdeyRXTc,2020-04-17,-0.128,0.0
383,Holiday weekend  v android who came out on top,2020-04-18,0.5423,0.5
384, need to sort this bllshit out with safari in Yosemite Safari can not find server apple macbook YosemiteProblems Yosemite,2020-04-18,0.0,0.0
385,Apple Canaccord Merrill Up Targets on iPhone Cycle Mostly Priced into the Stock Says Pac Crest AAPL aapl,2020-04-18,0.0,0.5
386,Which are the most popular stocks in each state  besides AAPL that is Find out,2020-04-18,0.4754,0.55
387, faces 1B lawsuit over iPod allegations legal tech lawsuit,2020-04-19,-0.3182,0.2
388,AAPLHeres Why Apple Wont Be A Trillion Dollar Company According To Billihttptcok2qlUBT8Bz,2020-04-19,0.0,0.0
389, gets patent to prevent cracked screens by rotating iPhones as they fall Apple,2020-04-19,0.0258,0.0
390,cook Not happy with   Backwards compatibility should be a given  It is for my other apps why not Aperture Money Grab,2020-04-20,-0.4585,-0.2625
391,"kituk Apple MacBook å£94986
nerd 
tech",2020-04-20,-0.296,0.0
392,Why isnt  on Twitter,2020-04-20,0.0,0.0
393, higher ups can link that link back to your com email address,2020-04-20,0.0,0.125
394,Hey  Love ya but AppleCare lowfi hold music is awful Would prefer to hear tips on using apple gear  Better use of my hold time,2020-04-21,0.3506,0.0
395,MacBook Pro 13   Nonretina First Startup via   macbook macbookpro startup hipster,2020-04-21,0.0,0.25
396,MacBook Pro 13in Unboxing via   macbook macbookpro startup hipster unboxing,2020-04-21,0.0,0.0
397,iPad Mini Unboxing via   ipadmini ipad macbook macbookpro startup hipster unboxing,2020-04-21,0.0,0.0
398,iPad Mini First Time Startup via   ipadmini ipad macbook macbookpro startup hipster unbox,2020-04-22,0.0,0.25
399,Apples iPhone 6 may face patent dispute from Chinese vendor with lookalike device AAPL aapl,2020-04-22,-0.4019,0.0
400,Eddy Cue Speaks About iBooks PriceFixing Case We Feel We Have to Fight for the Truth AAPL,2020-04-22,-0.0772,0.0
401,Russia Could Ban Apple Inc iPhone For Lawmakers REPORT AAPL,2020-04-23,-0.5574,0.0
402,As a die hard  customer I must say I am truly displeased with the customer service I was given yesterday badservice Apple,2020-04-23,-0.6486,-0.2916666666666667
403,I would like an  rep to reach out to me and resolve the issue cook,2020-04-23,0.6369,0.0
404,AAPL has 4 analyst ratings in the last 7 days and 100 are positive Median target 1375 19 upside AAPL,2020-04-23,0.5574,0.11363636363636363
405,"kituk Apple MacBook å£94986
nerd 
tech",2020-04-24,-0.296,0.0
406,kituk nerd  Is this deal still available,2020-04-24,-0.296,0.4
407,CNBCTV  Apple arguably most innovative company in world Pro aapl,2020-04-24,0.2944,0.5
408, kituk  Hi Craig  Yes this offer is still available Please visit us online to purchase,2020-04-25,0.6124,0.4
409,CNBCTV  Day 1 Apples antitrust trial aapl,2020-04-25,0.0,0.0
410,AAPL I think it will be valued at 140145s at next yearDeath of Steve Jobs damaged Samsung more than Apple ,2020-04-25,0.0,0.25
411,EU Nice iPhone ya got there Pity if something were to happen to it   News,2020-04-25,0.1531,0.25
412,AAPLApple heads to trial with Steve Jobs as a witnesshttptcoqq3XcPJPTk,2020-04-26,0.0,0.0
413,BloombergTV  SteveJobs Testimony to Play Key Role in iPod Trial aapl,2020-04-26,0.34,0.0
414, BloombergTV  SteveJobs Testimony to Play Key Role in iPod Trial aapl,2020-04-26,0.34,0.0
415,Deutsche Bank Sees Risk Of Apple iPhones Sharp Production Cuts AAPL aapl,2020-04-27,-0.5106,-0.125
416,VerrÌcktes GerÌcht iPhone6s zum  Apple Watch Tuesday 2 December,2020-04-27,0.0,0.0
417, Chromecast Leapfrogs  TV as the Aging Media Player Loses Ground to Rivals,2020-04-27,-0.3182,-0.3
418, gets patent to prevent cracked screens by rotating iPhones as they fall maliyil,2020-04-27,0.0258,0.0
419, plz kill Verizon soooo I dont have weird apps and passcodes and synchronized locations on everything,2020-04-28,-0.597,-0.5
420, AAPL I think it will be valued at 140145s at next yearDeath of Steve Jobs damaged Samsung more than Apple ,2020-04-28,0.0,0.25
421,Strikes me as somewhat stupid that  have sent me a brand new iPhone without the latest software on So I cant restore my old stuff,2020-04-28,-0.7756,-0.015909090909090894
422, really needs to do something about these bullshit cords,2020-04-29,-0.5859,0.2
423,Back from the Dead Old iPods Drag Apple to Court AAPL SteveJobs,2020-04-29,-0.7351,-0.05
424,Up 169 Is Apple Supplier Skyworks Still A Buy SWKS  AAPL BRCM MU QCOM VTI,2020-04-29,0.0,0.0
425,5 gorgeous iPhone apps with surprising designs and amazing visuals  BGR aapl,2020-04-29,0.872,0.6666666666666666
426,AAPLStripe banks 70m in fundraising roundhttptcoqjMIbqgCak,2020-04-30,0.0,0.0
427, Legendary  designer  gives young designers 2 simple rules to follow via ,2020-04-30,0.0,0.3666666666666667
428,  My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back,2020-04-30,0.0,0.0
429," Silver Merchants Prefer Bitcoin to  ApplePay 
Payments
Retail
Banking",2020-05-01,0.0,0.0
430,Yes  now is a perfect time to lock my screen and install a software update without asking not,2020-05-01,0.7506,1.0
431,Me too MT  As a die hard  customer I am truly displeased with the customer service I was given yesterday badservice,2020-05-01,-0.6486,-0.2916666666666667
432,Chinese phone vendor claims Apples iPhone 6 looks too similar AAPL aapl,2020-05-01,0.0,0.0
433, Agreedhave to give props to  for battery life on new iPhones Its SO good TLChat,2020-05-02,0.6866,0.41818181818181815
434,Winter can be scary but you can stay safe Winnipeg with our free  app,2020-05-02,0.802,0.13333333333333333
435,APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2020-05-02,0.0,0.0
436, APPLE  Fibonacci Technicals Levels  Intraday  Update  AAPL aapl,2020-05-03,0.0,0.0
437, I hate the microphone shit on the imessage please take it the fuck off,2020-05-03,-0.8591,-0.4666666666666666
438,A4 Sounds like I need to upgrade to the  iPhone 6 Although my spacious purse holds many items   TLChat,2020-05-03,0.3612,0.5
